Ecosystem,Namespace,Name,Version,Artifact,Published,Detected
npm,@antv,g2-extension-3d,0.4.0,,2026-05-19T02:06:02.016Z,2026-05-19T02:12:37.069Z
npm,@antv,f2-algorithm,5.9.0,,2026-05-19T02:05:59.882Z,2026-05-19T02:12:36.992Z
npm,@antv,x6-vue3-shape,1.2.0,,2026-05-19T02:06:01.005Z,2026-05-19T02:12:36.972Z
npm,@antv,gpt-vis-ssr,0.5.7,,2026-05-19T02:06:03.402Z,2026-05-19T02:12:36.806Z
npm,@antv,f-test-utils,1.2.9,,2026-05-19T02:05:59.713Z,2026-05-19T02:12:35.712Z
npm,@antv,g-webgpu-core,0.9.2,,2026-05-19T02:06:01.090Z,2026-05-19T02:12:35.358Z
npm,@lint-md,cli,2.2.0,,2026-05-19T02:06:01.430Z,2026-05-19T02:12:35.180Z
npm,@antv,g-plugin-yoga,2.5.1,,2026-05-19T02:06:00.728Z,2026-05-19T02:12:35.053Z
npm,@antv,li-core-assets,1.5.7,,2026-05-19T02:06:04.536Z,2026-05-19T02:12:34.604Z
npm,@antv,stat,0.2.2,,2026-05-19T02:06:01.276Z,2026-05-19T02:12:34.338Z
npm,@antv,l7-component,2.27.10,,2026-05-19T02:06:04.204Z,2026-05-19T02:12:34.272Z
npm,@antv,l7-three,2.27.10,,2026-05-19T02:06:01.367Z,2026-05-19T02:12:34.132Z
npm,@antv,expr,1.2.2,,2026-05-19T02:05:59.490Z,2026-05-19T02:12:34.125Z
npm,@antv,g-plugin-matterjs,2.3.1,,2026-05-19T02:06:00.672Z,2026-05-19T02:12:34.101Z
npm,@antv,ava-react,3.5.2,,2026-05-19T02:06:03.706Z,2026-05-19T02:12:33.999Z
npm,@antv,g-mobile-canvas-element,1.2.42,,2026-05-19T02:05:59.606Z,2026-05-19T02:12:33.989Z
npm,@antv,hierarchy,0.9.1,,2026-05-19T02:06:00.675Z,2026-05-19T02:12:33.988Z
npm,@antv,x6-plugin-history,2.4.4,,2026-05-19T02:06:00.423Z,2026-05-19T02:12:33.954Z
npm,@antv,li-sam-assets,0.3.4,,2026-05-19T02:06:04.946Z,2026-05-19T02:12:33.932Z
npm,@antv,g-perf,1.2.0,,2026-05-19T02:05:59.490Z,2026-05-19T02:12:33.903Z
npm,,react-adsense,0.3.0,,2026-05-19T02:05:59.608Z,2026-05-19T02:12:33.894Z
npm,,ast-plugin,0.2.7,,2026-05-19T02:05:59.592Z,2026-05-19T02:12:33.893Z
npm,@antv,g-plugin-gpgpu,1.11.20,,2026-05-19T02:05:59.981Z,2026-05-19T02:12:33.846Z
npm,@antv,f6-hammerjs,0.2.2,,2026-05-19T02:06:00.113Z,2026-05-19T02:12:33.830Z
npm,@antv,calendar-heatmap,1.3.2,,2026-05-19T02:06:00.603Z,2026-05-19T02:12:33.801Z
npm,,filesize.js,2.2.0,,2026-05-19T02:05:59.658Z,2026-05-19T02:12:33.801Z
npm,@antv,x6-plugin-minimap,2.2.7,,2026-05-19T02:06:01.016Z,2026-05-19T02:12:33.728Z
npm,@antv,dw-util,1.3.4,,2026-05-19T02:06:01.031Z,2026-05-19T02:12:33.722Z
npm,@antv,mcp-server-antv,0.3.8,,2026-05-19T02:06:00.943Z,2026-05-19T02:12:33.711Z
npm,@antv,layout-wasm,1.6.2,,2026-05-19T02:06:00.160Z,2026-05-19T02:12:33.710Z
npm,,xmorse,1.2.0,,2026-05-19T02:06:00.635Z,2026-05-19T02:12:33.706Z
npm,@antv,x6-plugin-keyboard,2.4.3,,2026-05-19T02:06:01.405Z,2026-05-19T02:12:33.686Z
npm,@antv,coord,0.6.7,,2026-05-19T02:06:03.612Z,2026-05-19T02:12:33.686Z
npm,@antv,g-plugin-canvas-picker,2.5.1,,2026-05-19T02:06:01.136Z,2026-05-19T02:12:33.655Z
npm,@antv,f6-ui,1.2.3,,2026-05-19T02:05:59.987Z,2026-05-19T02:12:33.654Z
npm,@antv,chart-visualization-skills,0.3.3,,2026-05-19T02:06:00.718Z,2026-05-19T02:12:33.643Z
npm,@antv,xflow-hook,1.2.55,,2026-05-19T02:06:00.601Z,2026-05-19T02:12:33.619Z
npm,,canvas-nest.js,2.2.4,,2026-05-19T02:05:59.764Z,2026-05-19T02:12:33.618Z
npm,@antv,insight-component,1.2.0,,2026-05-19T02:06:01.752Z,2026-05-19T02:12:33.590Z
npm,@antv,awards,0.2.9,,2026-05-19T02:06:01.288Z,2026-05-19T02:12:33.557Z
npm,@antv,my-f2,2.3.7,,2026-05-19T02:05:59.593Z,2026-05-19T02:12:33.552Z
npm,@antv,gi-cli,1.4.11,,2026-05-19T02:06:00.954Z,2026-05-19T02:12:33.540Z
npm,@antv,f2-wordcloud,5.16.0,,2026-05-19T02:06:00.365Z,2026-05-19T02:12:33.537Z
npm,,limit-size,0.3.4,,2026-05-19T02:05:59.542Z,2026-05-19T02:12:33.533Z
npm,,jest-expect,0.2.1,,2026-05-19T02:05:59.971Z,2026-05-19T02:12:33.532Z
npm,@antv,f2-context,0.2.1,,2026-05-19T02:06:00.889Z,2026-05-19T02:12:33.529Z
npm,@antv,thumbnails,2.2.0,,2026-05-19T02:06:03.664Z,2026-05-19T02:12:33.520Z
npm,@lint-md,parser,0.2.14,,2026-05-19T02:06:00.606Z,2026-05-19T02:12:33.511Z
npm,,babel-plugin-version,0.4.3,,2026-05-19T02:06:00.118Z,2026-05-19T02:12:33.501Z
npm,@antv,g2-extension-plot,0.4.2,,2026-05-19T02:05:59.906Z,2026-05-19T02:12:33.480Z
npm,@antv,gi-theme-antd,0.8.11,,2026-05-19T02:06:01.340Z,2026-05-19T02:12:33.480Z
npm,@antv,f2-wx,4.2.51,,2026-05-19T02:06:00.155Z,2026-05-19T02:12:33.468Z
npm,@antv,f2-vue,4.2.33,,2026-05-19T02:05:59.845Z,2026-05-19T02:12:33.455Z
npm,@antv,l7plot-component,0.2.11,,2026-05-19T02:06:03.744Z,2026-05-19T02:12:33.428Z
npm,@antv,g-compat,1.2.11,,2026-05-19T02:06:00.486Z,2026-05-19T02:12:33.386Z
npm,@antv,x6-plugin-selection,2.4.2,,2026-05-19T02:06:01.147Z,2026-05-19T02:12:33.380Z
npm,@antv,g6-editor,1.4.0,,2026-05-19T02:06:03.198Z,2026-05-19T02:12:33.371Z
npm,,onfire.js,2.2.1,,2026-05-19T02:05:59.545Z,2026-05-19T02:12:33.344Z
npm,@antv,dw-transform,1.3.7,,2026-05-19T02:06:00.969Z,2026-05-19T02:12:33.317Z
npm,@antv,g-pattern,2.2.42,,2026-05-19T02:05:59.847Z,2026-05-19T02:12:33.312Z
npm,@antv,g-plugin-device-renderer,2.8.1,,2026-05-19T02:06:03.446Z,2026-05-19T02:12:33.309Z
npm,@antv,g-math,3.3.0,,2026-05-19T02:06:00.926Z,2026-05-19T02:12:33.303Z
npm,@antv,gi-assets-graphscope,2.3.15,,2026-05-19T02:06:00.383Z,2026-05-19T02:12:33.287Z
npm,@antv,x6-vue-shape,3.2.2,,2026-05-19T02:06:01.244Z,2026-05-19T02:12:33.284Z
npm,@antv,l7,2.27.10,,2026-05-19T02:06:01.503Z,2026-05-19T02:12:33.277Z
npm,@antv,g2-extension-ava,0.4.0,,2026-05-19T02:06:00.663Z,2026-05-19T02:12:33.272Z
npm,@antv,ckb,2.2.4,,2026-05-19T02:06:00.988Z,2026-05-19T02:12:33.264Z
npm,@antv,li-aiearth-assets,0.6.7,,2026-05-19T02:06:05.527Z,2026-05-19T02:12:33.216Z
npm,@antv,g-plugin-dragndrop,2.3.1,,2026-05-19T02:05:59.966Z,2026-05-19T02:12:33.164Z
npm,@antv,g-plugin-css-select,2.3.1,,2026-05-19T02:05:59.935Z,2026-05-19T02:12:33.161Z
npm,@antv,s2-ssr,0.3.1,,2026-05-19T02:06:00.669Z,2026-05-19T02:12:33.161Z
npm,@antv,x6-react-shape,3.2.1,,2026-05-19T02:06:01.386Z,2026-05-19T02:12:33.160Z
npm,@antv,g6-plugins,1.2.9,,2026-05-19T02:06:00.260Z,2026-05-19T02:12:33.137Z
npm,@antv,istanbul,0.2.0,,2026-05-19T02:06:00.666Z,2026-05-19T02:12:33.114Z
npm,@antv,dw-analyzer,1.3.5,,2026-05-19T02:06:01.434Z,2026-05-19T02:12:33.052Z
npm,@antv,g-plugin-html-renderer,2.5.1,,2026-05-19T02:05:59.658Z,2026-05-19T02:12:33.048Z
npm,@antv,x6-plugin-snapline,2.3.7,,2026-05-19T02:06:00.669Z,2026-05-19T02:12:33.043Z
npm,@antv,g-svg,2.3.1,,2026-05-19T02:06:00.326Z,2026-05-19T02:12:33.033Z
npm,@antv,graphin-icons,1.2.0,,2026-05-19T02:05:59.727Z,2026-05-19T02:12:33.024Z
npm,@antv,g-css-layout-api,1.2.38,,2026-05-19T02:06:00.628Z,2026-05-19T02:12:32.977Z
npm,@antv,g,6.5.1,,2026-05-19T02:06:00.430Z,2026-05-19T02:12:32.959Z
npm,@antv,g-css-typed-om-api,1.2.38,,2026-05-19T02:05:59.931Z,2026-05-19T02:12:32.950Z
npm,@antv,g-layout-blocklike,1.9.49,,2026-05-19T02:05:59.846Z,2026-05-19T02:12:32.926Z
npm,@antv,g-plugin-zdog-canvas-renderer,2.3.1,,2026-05-19T02:06:00.136Z,2026-05-19T02:12:32.919Z
npm,@antv,g-mobile-canvas,1.3.1,,2026-05-19T02:06:01.250Z,2026-05-19T02:12:32.905Z
npm,@antv,f-react,1.12.0,,2026-05-19T02:06:00.339Z,2026-05-19T02:12:32.857Z
npm,@antv,gi-assets-hugegraph,1.3.15,,2026-05-19T02:06:00.910Z,2026-05-19T02:12:32.853Z
npm,,boring-avatars-vanilla,1.2.2,,2026-05-19T02:06:00.906Z,2026-05-19T02:12:32.823Z
npm,@antv,color-util,2.2.6,,2026-05-19T02:05:59.691Z,2026-05-19T02:12:32.811Z
npm,@antv,g-plugin-dom-interaction,2.3.31,,2026-05-19T02:05:59.992Z,2026-05-19T02:12:32.774Z
npm,@antv,s2-react-components,2.2.2,,2026-05-19T01:56:44.489Z,2026-05-19T02:11:35.937Z
npm,@antv,g6,5.2.1,,2026-05-19T01:56:42.224Z,2026-05-19T02:11:30.482Z
npm,@antv,gi-assets-scene,2.3.21,,2026-05-19T01:56:44.640Z,2026-05-19T02:11:30.390Z
npm,@antv,l7-editor,1.2.13,,2026-05-19T01:56:44.149Z,2026-05-19T02:11:22.530Z
npm,@antv,gi-assets-galaxybase,1.3.15,,2026-05-19T01:56:43.847Z,2026-05-19T02:11:13.185Z
npm,@antv,li-p2,1.9.2,,2026-05-19T01:56:41.942Z,2026-05-19T02:11:00.948Z
npm,@antv,infographic,0.3.19,,2026-05-19T01:56:42.294Z,2026-05-19T02:10:58.536Z
npm,@antv,li-core-assets,1.4.7,,2026-05-19T01:56:44.147Z,2026-05-19T02:10:47.566Z
npm,@antv,x6-vector,1.5.2,,2026-05-19T01:56:43.057Z,2026-05-19T02:10:36.844Z
npm,@antv,util,3.4.11,,2026-05-19T01:56:42.127Z,2026-05-19T02:10:23.829Z
npm,@antv,dipper-map,1.1.10,,2026-05-19T01:56:42.203Z,2026-05-19T02:10:23.033Z
npm,@antv,ava-react,3.4.2,,2026-05-19T01:56:44.404Z,2026-05-19T02:09:22.562Z
npm,@antv,li-aiearth-assets,0.5.7,,2026-05-19T01:56:45.787Z,2026-05-19T02:09:09.327Z
npm,@antv,x6-common,2.1.17,,2026-05-19T01:56:43.041Z,2026-05-19T02:09:01.570Z
npm,@antv,ava,3.5.1,,2026-05-19T01:56:44.170Z,2026-05-19T02:08:52.469Z
npm,@antv,g6-mobile,0.2.2,,2026-05-19T01:56:45.010Z,2026-05-19T02:08:47.054Z
npm,@antv,x6-components,0.11.7,,2026-05-19T01:56:44.306Z,2026-05-19T02:08:36.397Z
npm,@antv,l7plot,0.6.11,,2026-05-19T01:56:42.268Z,2026-05-19T02:08:30.259Z
npm,@antv,gi-assets-tugraph-analytics,0.3.15,,2026-05-19T01:56:43.970Z,2026-05-19T02:08:28.361Z
npm,@antv,g2-extension-3d,0.3.0,,2026-05-19T01:56:44.655Z,2026-05-19T02:08:27.419Z
npm,@antv,f6,0.1.19,,2026-05-19T01:56:45.112Z,2026-05-19T02:08:22.133Z
npm,@antv,l7-layers,2.26.10,,2026-05-19T01:56:44.544Z,2026-05-19T02:08:17.906Z
npm,@antv,smart-color,0.3.1,,2026-05-19T01:56:44.719Z,2026-05-19T02:08:16.288Z
npm,@antv,l7-extension-g-layer,1.1.0,,2026-05-19T01:56:44.159Z,2026-05-19T02:08:14.380Z
npm,@antv,xflow-extension,1.1.55,,2026-05-19T01:56:42.774Z,2026-05-19T02:08:14.101Z
npm,@antv,f-engine,1.11.0,,2026-05-19T01:56:44.717Z,2026-05-19T02:08:10.866Z
npm,@antv,component,2.2.11,,2026-05-19T01:56:42.156Z,2026-05-19T02:08:10.118Z
npm,@antv,gi-assets-algorithm,2.4.19,,2026-05-19T01:56:44.986Z,2026-05-19T02:08:02.891Z
npm,@antv,li-sdk,1.6.1,,2026-05-19T01:56:44.443Z,2026-05-19T02:07:58.796Z
npm,@antv,s2-vue,2.3.0,,2026-05-19T01:56:44.025Z,2026-05-19T02:07:56.134Z
npm,@antv,g6-editor,1.3.0,,2026-05-19T01:56:45.664Z,2026-05-19T02:07:50.845Z
npm,@antv,f6-plugin,1.1.6,,2026-05-19T01:56:43.766Z,2026-05-19T02:07:48.505Z
npm,@antv,layout-wasm,1.5.2,,2026-05-19T01:56:44.410Z,2026-05-19T02:07:41.879Z
npm,@antv,data-samples,1.1.1,,2026-05-19T01:56:44.798Z,2026-05-19T02:07:39.608Z
npm,@antv,gi-assets-xlab,0.2.30,,2026-05-19T01:56:44.717Z,2026-05-19T02:07:37.210Z
npm,@antv,li-sam-assets,0.2.4,,2026-05-19T01:56:46.046Z,2026-05-19T02:07:32.934Z
npm,@antv,f2-graphic,0.1.16,,2026-05-19T01:56:43.624Z,2026-05-19T02:07:24.134Z
npm,@antv,gi-assets-hugegraph,1.2.15,,2026-05-19T01:56:42.191Z,2026-05-19T02:07:17.876Z
npm,@antv,f6-hammerjs,0.1.2,,2026-05-19T01:56:41.549Z,2026-05-19T02:07:14.746Z
npm,@lint-md,core,2.1.0,,2026-05-19T01:56:43.908Z,2026-05-19T02:07:10.192Z
npm,@antv,xflow-core,1.1.55,,2026-05-19T01:56:42.648Z,2026-05-19T02:07:10.190Z
npm,@antv,gi-assets-tugraph,2.2.15,,2026-05-19T01:56:42.046Z,2026-05-19T02:07:09.935Z
npm,@antv,stat,0.1.2,,2026-05-19T01:56:42.461Z,2026-05-19T02:07:04.244Z
npm,@antv,chart-linter,1.2.6,,2026-05-19T01:56:43.805Z,2026-05-19T02:06:59.757Z
npm,@antv,l7-core,2.26.10,,2026-05-19T01:56:44.542Z,2026-05-19T02:06:53.767Z
npm,@antv,larkmap,1.6.1,,2026-05-19T01:56:44.145Z,2026-05-19T02:06:52.817Z
npm,@antv,dipper-component,0.1.4,,2026-05-19T01:56:42.105Z,2026-05-19T02:06:48.671Z
npm,@antv,t8,0.4.0,,2026-05-19T01:56:44.332Z,2026-05-19T02:06:41.118Z
npm,@antv,gi-assets-janusgraph,1.2.15,,2026-05-19T01:56:42.773Z,2026-05-19T02:06:33.523Z
npm,@antv,x6-react-components,2.1.9,,2026-05-19T01:56:44.889Z,2026-05-19T02:06:32.113Z
npm,@antv,webgpu-graph,1.1.0,,2026-05-19T01:56:42.089Z,2026-05-19T02:06:31.949Z
npm,@antv,g6-plugin-map-view,0.1.4,,2026-05-19T01:56:42.361Z,2026-05-19T02:06:30.400Z
npm,@antv,dipper-hooks,0.3.1,,2026-05-19T01:56:42.348Z,2026-05-19T02:06:27.602Z
npm,@antv,g6-core,0.9.24,,2026-05-19T01:56:43.095Z,2026-05-19T02:06:26.876Z
npm,@antv,g6-pc,0.9.25,,2026-05-19T01:56:45.245Z,2026-05-19T02:06:26.658Z
npm,@antv,s2-react,2.4.1,,2026-05-19T01:56:44.389Z,2026-05-19T02:06:25.908Z
npm,@antv,data-set,0.12.8,,2026-05-19T01:56:45.254Z,2026-05-19T02:06:25.716Z
npm,@antv,l7-composite-layers,0.18.1,,2026-05-19T01:56:44.594Z,2026-05-19T02:06:25.575Z
npm,@antv,f6-wx,0.1.7,,2026-05-19T01:56:41.974Z,2026-05-19T02:06:24.934Z
npm,@antv,l7-leaflet,1.1.2,,2026-05-19T01:56:42.532Z,2026-05-19T02:06:20.319Z
npm,@antv,calendar-heatmap,1.2.2,,2026-05-19T01:56:42.796Z,2026-05-19T02:06:20.250Z
npm,@antv,insight-component,1.1.0,,2026-05-19T01:56:45.036Z,2026-05-19T02:06:17.898Z
npm,@antv,gpt-vis-ssr,0.4.7,,2026-05-19T01:56:43.222Z,2026-05-19T02:06:14.419Z
npm,@antv,g-base,0.6.16,,2026-05-19T01:56:43.176Z,2026-05-19T02:06:14.143Z
npm,@antv,g6-react-node,1.5.8,,2026-05-19T01:56:44.000Z,2026-05-19T02:06:13.887Z
npm,,timeago.js,4.1.2,,2026-05-19T01:56:45.191Z,2026-05-19T02:06:09.008Z
npm,@antv,lite-insight,2.2.1,,2026-05-19T01:56:44.938Z,2026-05-19T02:06:07.795Z
npm,@antv,g-webgpu-compiler,0.8.2,,2026-05-19T01:56:43.972Z,2026-05-19T02:06:05.242Z
npm,@antv,g6-extension-3d,0.2.23,,2026-05-19T01:56:44.877Z,2026-05-19T02:06:02.009Z
npm,@antv,f6-core,0.1.2,,2026-05-19T01:56:43.910Z,2026-05-19T02:06:01.164Z
npm,@antv,gi-sdk,3.1.0,,2026-05-19T01:56:44.901Z,2026-05-19T02:06:00.408Z
npm,@antv,l7-react,2.5.3,,2026-05-19T01:56:43.614Z,2026-05-19T02:06:00.172Z
npm,@antv,mcp-server-antv,0.2.8,,2026-05-19T01:56:42.173Z,2026-05-19T02:05:59.582Z
npm,,lint-md,0.3.0,,2026-05-19T01:56:42.301Z,2026-05-19T02:05:59.004Z
npm,@antv,x6-vue3-shape,1.1.0,,2026-05-19T01:56:42.349Z,2026-05-19T02:05:58.316Z
npm,@antv,x6-plugin-minimap,2.1.7,,2026-05-19T01:56:42.965Z,2026-05-19T02:05:58.022Z
npm,@antv,xflow-diff,1.1.0,,2026-05-19T01:56:42.478Z,2026-05-19T02:05:56.414Z
npm,@antv,x6-geometry,2.1.5,,2026-05-19T01:56:44.041Z,2026-05-19T02:05:55.882Z
npm,@antv,g2plot-schemas,1.3.2,,2026-05-19T01:56:43.691Z,2026-05-19T02:05:55.731Z
npm,@antv,f-my,1.11.0,,2026-05-19T01:56:42.743Z,2026-05-19T02:05:53.217Z
npm,@antv,l7-source,2.26.10,,2026-05-19T01:56:43.446Z,2026-05-19T02:05:52.347Z
npm,@antv,l7plot-component,0.1.11,,2026-05-19T01:56:43.524Z,2026-05-19T02:05:51.678Z
npm,@antv,dw-transform,1.2.7,,2026-05-19T01:56:42.001Z,2026-05-19T02:05:51.262Z
npm,@antv,gi-common-components,1.4.16,,2026-05-19T01:56:43.434Z,2026-05-19T02:05:49.619Z
npm,@antv,l7-map,2.26.10,,2026-05-19T01:56:43.706Z,2026-05-19T02:05:46.913Z
npm,@antv,narrative-text-vis,0.4.16,,2026-05-19T01:56:44.703Z,2026-05-19T02:05:46.059Z
npm,@antv,f2-my,4.1.52,,2026-05-19T01:56:41.370Z,2026-05-19T02:05:45.793Z
npm,@antv,wx-f2,2.2.1,,2026-05-19T01:56:42.776Z,2026-05-19T02:05:42.925Z
npm,@antv,thumbnails,2.1.0,,2026-05-19T01:56:43.301Z,2026-05-19T02:05:42.686Z
npm,@antv,f-wx,1.11.0,,2026-05-19T01:56:41.004Z,2026-05-19T02:05:39.853Z
npm,@antv,mcp-server-chart,0.10.10,,2026-05-19T01:56:44.634Z,2026-05-19T02:05:39.444Z
npm,@antv,narrative-text-schema,0.4.7,,2026-05-19T01:56:42.382Z,2026-05-19T02:05:38.560Z
npm,@antv,interaction,0.2.5,,2026-05-19T01:56:42.615Z,2026-05-19T02:05:37.121Z
npm,@antv,l7-draw,3.2.5,,2026-05-19T01:56:45.514Z,2026-05-19T02:05:37.054Z
npm,@antv,g-perf,1.1.0,,2026-05-19T01:56:41.319Z,2026-05-19T02:05:36.325Z
npm,@antv,l7-maps,2.26.10,,2026-05-19T01:56:43.826Z,2026-05-19T02:05:33.745Z
npm,@antv,l7-district,2.4.12,,2026-05-19T01:56:44.786Z,2026-05-19T02:05:33.389Z
npm,@antv,g-webgpu-unitchart,0.6.1,,2026-05-19T01:56:42.773Z,2026-05-19T02:05:32.687Z
npm,@antv,gpt-vis,1.1.0,,2026-05-19T01:56:45.146Z,2026-05-19T02:05:32.558Z
npm,@antv,l7-utils,2.26.10,,2026-05-19T01:56:44.017Z,2026-05-19T02:05:32.069Z
npm,@antv,gl-matrix,2.8.1,,2026-05-19T01:56:44.118Z,2026-05-19T02:05:31.109Z
npm,@antv,gi-cli,1.3.11,,2026-05-19T01:56:42.393Z,2026-05-19T02:05:30.187Z
npm,@antv,f6-ui,1.1.3,,2026-05-19T01:56:41.786Z,2026-05-19T02:05:29.310Z
npm,@antv,narrative-text-editor,0.3.20,,2026-05-19T01:56:45.368Z,2026-05-19T02:05:28.894Z
npm,@antv,g-plugin-webgl-renderer,1.1.26,,2026-05-19T01:56:45.117Z,2026-05-19T02:05:28.176Z
npm,@antv,path-util,3.1.1,,2026-05-19T01:56:44.209Z,2026-05-19T02:05:27.277Z
npm,@antv,dw-util,1.2.4,,2026-05-19T01:56:42.583Z,2026-05-19T02:05:26.324Z
npm,@antv,gi-assets-graphscope,2.2.15,,2026-05-19T01:56:44.142Z,2026-05-19T02:05:25.869Z
npm,@antv,sam,0.3.0,,2026-05-19T01:56:42.863Z,2026-05-19T02:05:24.659Z
npm,@antv,torch,1.1.6,,2026-05-19T01:56:40.596Z,2026-05-19T02:05:24.511Z
npm,@antv,g6-plugin,0.9.25,,2026-05-19T01:56:44.533Z,2026-05-19T02:05:23.841Z
npm,@antv,l7-component,2.26.10,,2026-05-19T01:56:43.914Z,2026-05-19T02:05:23.820Z
npm,@antv,chart-visualization-skills,0.2.3,,2026-05-19T01:56:42.181Z,2026-05-19T02:05:23.095Z
npm,@antv,knowledge,1.2.4,,2026-05-19T01:56:42.572Z,2026-05-19T02:05:22.185Z
npm,@antv,g-plugin-matterjs,2.2.1,,2026-05-19T01:56:42.767Z,2026-05-19T02:05:19.343Z
npm,@antv,graphin-components,2.5.1,,2026-05-19T01:56:44.136Z,2026-05-19T02:05:19.246Z
npm,@antv,l7-renderer,2.26.10,,2026-05-19T01:56:44.859Z,2026-05-19T02:05:19.211Z
npm,@antv,data-wizard,2.1.4,,2026-05-19T01:56:43.780Z,2026-05-19T02:05:17.432Z
npm,@antv,g-lottie-player,1.2.1,,2026-05-19T01:56:42.664Z,2026-05-19T02:05:16.413Z
npm,@antv,g2-brush,0.1.2,,2026-05-19T01:56:43.644Z,2026-05-19T02:05:15.999Z
npm,@antv,adjust,0.3.5,,2026-05-19T01:56:41.829Z,2026-05-19T02:05:15.640Z
npm,@antv,gi-theme-antd,0.7.11,,2026-05-19T01:56:42.154Z,2026-05-19T02:05:14.003Z
npm,@antv,g-webgpu-core,0.8.2,,2026-05-19T01:56:43.425Z,2026-05-19T02:05:13.685Z
npm,@antv,ckb,2.1.4,,2026-05-19T01:56:42.384Z,2026-05-19T02:05:13.408Z
npm,@antv,gi-assets-neo4j,2.2.15,,2026-05-19T01:56:42.691Z,2026-05-19T02:05:13.126Z
npm,@antv,g-device-api,1.7.13,,2026-05-19T01:56:45.138Z,2026-05-19T02:05:12.944Z
npm,@antv,layout-gpu,1.2.7,,2026-05-19T01:56:42.613Z,2026-05-19T02:05:12.746Z
npm,@antv,dw-analyzer,1.2.5,,2026-05-19T01:56:42.725Z,2026-05-19T02:05:12.222Z
npm,@antv,g-webgpu-raytracer,0.6.1,,2026-05-19T01:56:42.378Z,2026-05-19T02:05:11.385Z
npm,@antv,x6-plugin-snapline,2.2.7,,2026-05-19T01:56:43.159Z,2026-05-19T02:05:10.334Z
npm,@antv,gi-public-data,1.1.1,,2026-05-19T01:56:42.675Z,2026-05-19T02:05:08.949Z
npm,@antv,g-plugin-yoga,2.4.1,,2026-05-19T01:56:42.696Z,2026-05-19T02:05:08.175Z
npm,@antv,f2-context,0.1.1,,2026-05-19T01:56:43.865Z,2026-05-19T02:05:07.847Z
npm,@antv,x6-react-shape,3.1.1,,2026-05-19T01:56:43.083Z,2026-05-19T02:05:05.920Z
npm,@antv,x6-plugin-stencil,2.2.5,,2026-05-19T01:56:42.703Z,2026-05-19T02:05:04.999Z
npm,@antv,g-mobile-webgl,1.2.1,,2026-05-19T01:56:42.867Z,2026-05-19T02:05:04.568Z
npm,@antv,gatsby-theme,0.2.0,,2026-05-19T01:56:42.448Z,2026-05-19T02:05:04.090Z
npm,@antv,x6-angular-shape,3.1.1,,2026-05-19T01:56:43.024Z,2026-05-19T02:05:03.839Z
npm,@antv,x6-plugin-dnd,2.2.1,,2026-05-19T01:56:42.821Z,2026-05-19T02:05:03.293Z
npm,@antv,dom-util,2.1.4,,2026-05-19T01:56:41.833Z,2026-05-19T02:05:03.014Z
npm,@antv,g-components,2.1.42,,2026-05-19T01:56:41.592Z,2026-05-19T02:05:02.792Z
npm,@antv,x6-plugin-selection,2.3.2,,2026-05-19T01:56:42.599Z,2026-05-19T02:05:02.121Z
npm,@antv,graphin-graphscope,1.1.5,,2026-05-19T01:56:42.821Z,2026-05-19T02:05:01.312Z
npm,@antv,x6-plugin-transform,2.2.8,,2026-05-19T01:56:42.302Z,2026-05-19T02:05:00.244Z
npm,@antv,g-plugin-device-renderer,2.7.1,,2026-05-19T01:56:43.801Z,2026-05-19T02:05:00.216Z
npm,@antv,x6-plugin-clipboard,2.2.6,,2026-05-19T01:56:43.405Z,2026-05-19T02:04:58.856Z
npm,@antv,awards,0.1.9,,2026-05-19T01:56:44.664Z,2026-05-19T02:04:58.854Z
npm,@antv,xflow,2.2.13,,2026-05-19T01:56:43.586Z,2026-05-19T02:04:58.207Z
npm,@antv,g-webgl-compute,0.1.1,,2026-05-19T01:56:43.241Z,2026-05-19T02:04:58.054Z
npm,@antv,g-pattern,2.1.42,,2026-05-19T01:56:42.912Z,2026-05-19T02:04:57.549Z
npm,@antv,x6-plugin-scroller,2.1.10,,2026-05-19T01:56:42.692Z,2026-05-19T02:04:56.775Z
npm,@antv,x6-plugin-keyboard,2.3.3,,2026-05-19T01:56:42.541Z,2026-05-19T02:04:54.041Z
npm,@antv,chart-node-g6,0.1.4,,2026-05-19T01:56:42.740Z,2026-05-19T02:04:54.006Z
npm,@antv,f2-wx,4.1.51,,2026-05-19T01:56:41.034Z,2026-05-19T02:04:53.442Z
npm,@antv,g-css-typed-om-api,1.1.38,,2026-05-19T01:56:40.805Z,2026-05-19T02:04:52.877Z
npm,@antv,g-plugin-rough-svg-renderer,2.2.1,,2026-05-19T01:56:42.901Z,2026-05-19T02:04:52.610Z
npm,@antv,attr,0.4.5,,2026-05-19T01:56:41.787Z,2026-05-19T02:04:52.177Z
npm,@antv,thumbnails-component,2.1.0,,2026-05-19T01:56:42.478Z,2026-05-19T02:04:52.040Z
npm,,mcp-echarts,0.8.1,,2026-05-19T01:56:44.865Z,2026-05-19T02:04:51.901Z
npm,@antv,f-test-utils,1.1.9,,2026-05-19T01:56:41.699Z,2026-05-19T02:04:50.590Z
npm,@antv,f-charts,0.1.0,,2026-05-19T01:56:42.459Z,2026-05-19T02:04:49.632Z
npm,@antv,g2-plugin-slider,2.2.1,,2026-05-19T01:56:42.765Z,2026-05-19T02:04:48.943Z
